age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
39,4.0,1,1.0,1,1433,2,1,1.0,8,5,182,2,366,1,2.0,1
32,2.0,0,3.0,1,2481,1,1,1.0,18,8,547,11,-1,0,0.0,1
35,1.0,1,2.0,1,674,1,1,1.0,8,8,87,2,-1,0,0.0,1
35,4.0,1,2.0,1,306,1,1,0.0,20,6,12,8,-1,0,0.0,1
26,1.0,0,3.0,1,-630,2,2,0.0,3,6,192,2,-1,0,0.0,1
56,5.0,1,1.0,1,556,2,1,1.0,28,8,102,4,-1,0,0.0,1
39,2.0,1,3.0,1,0,1,1,1.0,28,8,13,17,-1,0,0.0,1
24,1.0,0,2.0,1,653,2,1,0.0,27,6,247,3,-1,0,0.0,1
34,1.0,0,3.0,1,647,2,1,1.0,29,1,392,1,-1,0,0.0,1
37,1.0,1,2.0,1,4056,1,1,1.0,18,11,114,1,-1,0,0.0,1
46,1.0,1,3.0,1,-71,2,2,2.0,24,7,258,2,-1,0,0.0,1
43,2.0,0,0.0,1,572,1,1,1.0,17,11,80,2,-1,0,0.0,1
45,8.0,1,0.0,1,-257,1,1,0.0,16,5,448,2,-1,0,0.0,1
42,4.0,1,2.0,2,-204,2,1,1.0,11,5,34,1,361,7,1.0,1
34,1.0,1,3.0,1,362,2,1,0.0,30,5,38,3,-1,0,0.0,1
31,7.0,1,2.0,1,2423,2,2,1.0,11,5,88,3,362,1,2.0,1
34,7.0,0,2.0,1,544,2,1,0.0,27,5,257,2,-1,0,0.0,1
42,2.0,0,0.0,1,344,2,1,0.0,3,6,26,7,-1,0,0.0,1
53,10.0,1,2.0,1,736,2,1,0.0,20,5,535,1,-1,0,0.0,1
34,6.0,1,2.0,1,0,2,2,1.0,9,7,127,1,-1,0,0.0,1
45,4.0,1,1.0,1,816,2,1,0.0,2,6,80,3,-1,0,0.0,1
45,2.0,1,2.0,1,280,2,1,1.0,4,5,562,3,168,2,2.0,1
44,4.0,0,1.0,1,116,2,1,0.0,15,5,160,1,-1,0,0.0,1
78,5.0,2,3.0,1,1016,1,1,1.0,22,6,524,1,-1,0,0.0,1
60,10.0,1,1.0,1,182,1,1,1.0,9,8,182,2,95,11,1.0,1
41,0.0,1,1.0,1,526,1,1,0.0,26,5,151,3,-1,0,0.0,1
44,1.0,0,3.0,1,6350,2,1,1.0,9,7,323,1,-1,0,0.0,1
59,1.0,1,3.0,1,82,2,1,1.0,17,4,324,4,-1,0,0.0,1
59,4.0,1,1.0,1,8,1,1,2.0,28,1,56,1,-1,0,0.0,1
26,10.0,0,2.0,1,93,1,1,1.0,11,7,255,3,-1,0,0.0,1
34,2.0,1,2.0,1,978,2,1,0.0,16,5,370,2,-1,0,0.0,1
47,10.0,1,2.0,1,4397,2,1,1.0,25,7,110,1,-1,0,0.0,1
41,1.0,1,2.0,1,0,1,1,1.0,21,8,280,11,-1,0,0.0,1
34,1.0,1,3.0,1,557,2,1,1.0,16,7,513,1,-1,0,0.0,1
44,4.0,1,2.0,1,466,2,2,1.0,14,5,158,5,350,1,2.0,1
59,2.0,1,2.0,1,0,2,2,0.0,28,5,109,1,-1,0,0.0,1
36,1.0,1,3.0,1,530,1,1,0.0,20,6,221,3,-1,0,0.0,1
33,3.0,1,3.0,1,12,2,1,1.0,12,5,137,1,-1,0,0.0,1
57,1.0,1,3.0,1,337,1,1,1.0,5,2,59,2,-1,0,0.0,1
26,1.0,0,3.0,1,3178,1,1,1.0,2,6,64,1,-1,0,0.0,1
49,4.0,1,2.0,1,1854,2,1,0.0,19,5,173,5,-1,0,0.0,1
44,2.0,1,3.0,1,564,2,1,1.0,13,5,88,2,-1,0,0.0,1
35,1.0,1,3.0,1,3168,1,1,1.0,22,8,24,30,-1,0,0.0,1
35,2.0,0,3.0,1,1529,1,1,0.0,23,5,95,4,-1,0,0.0,1
46,2.0,1,1.0,1,-171,2,1,0.0,26,5,135,1,-1,0,0.0,1
40,2.0,1,3.0,1,516,2,1,1.0,9,2,175,5,12,1,2.0,1
36,4.0,0,2.0,1,1089,2,1,2.0,11,5,75,4,-1,0,0.0,1
53,2.0,1,2.0,1,428,1,1,1.0,19,8,609,4,-1,0,0.0,1
41,6.0,0,2.0,1,0,2,2,1.0,7,7,166,1,-1,0,0.0,1
36,10.0,1,1.0,1,531,1,1,1.0,28,4,151,3,-1,0,0.0,1
43,8.0,1,3.0,1,10072,1,1,1.0,24,2,145,1,100,4,1.0,1
29,6.0,1,3.0,1,167,2,2,1.0,13,10,357,2,237,2,1.0,1
38,6.0,0,2.0,1,10,1,1,1.0,1,4,117,1,-1,0,0.0,1
41,4.0,1,2.0,1,1011,2,1,1.0,19,11,113,1,174,4,2.0,1
36,1.0,1,3.0,1,-196,2,2,1.0,17,4,43,1,-1,0,0.0,1
38,6.0,2,2.0,2,0,1,2,1.0,21,7,126,3,-1,0,0.0,1
37,4.0,1,2.0,1,190,2,1,0.0,9,5,83,2,-1,0,0.0,1
27,2.0,0,2.0,1,1996,2,1,1.0,5,5,345,1,-1,0,0.0,1
33,4.0,1,1.0,1,149,2,1,1.0,14,5,21,2,-1,0,0.0,1
47,4.0,1,1.0,1,643,2,1,0.0,20,6,18,6,-1,0,0.0,1
46,6.0,1,2.0,1,4958,2,1,1.0,17,11,64,3,150,5,2.0,1
40,1.0,0,1.0,1,1527,1,2,1.0,20,11,317,2,-1,0,0.0,1
54,9.0,1,3.0,1,1180,1,1,1.0,19,11,394,2,-1,0,0.0,1
35,8.0,0,3.0,1,935,2,1,0.0,28,5,259,2,-1,0,0.0,1
32,4.0,1,2.0,1,1484,2,1,0.0,30,5,363,7,-1,0,0.0,1
40,1.0,2,3.0,1,502,2,1,1.0,3,2,267,4,270,3,2.0,1
34,2.0,1,2.0,1,-74,2,1,1.0,7,7,98,2,347,4,1.0,1
25,9.0,1,2.0,1,1404,2,1,1.0,2,11,85,2,-1,0,0.0,1
33,1.0,1,3.0,1,1206,2,1,1.0,28,7,72,6,-1,0,0.0,1
54,1.0,1,3.0,1,203,1,1,1.0,21,11,70,1,-1,0,0.0,1
43,6.0,1,2.0,1,2682,1,1,1.0,30,7,103,8,-1,0,0.0,1
52,4.0,1,1.0,1,2977,1,1,1.0,18,8,286,5,-1,0,0.0,1
34,3.0,1,2.0,1,183,2,1,1.0,15,5,339,4,-1,0,0.0,1
40,4.0,1,2.0,1,598,2,1,0.0,13,5,69,11,-1,0,0.0,1
44,6.0,1,2.0,1,0,2,2,0.0,16,5,159,1,-1,0,0.0,1
34,11.0,0,3.0,1,1322,1,1,1.0,26,8,170,3,-1,0,0.0,1
44,9.0,1,2.0,1,0,1,1,1.0,21,11,175,4,-1,0,0.0,1
48,4.0,1,2.0,1,0,1,1,1.0,29,7,215,6,-1,0,0.0,1
35,8.0,1,2.0,1,734,1,2,1.0,9,7,128,2,-1,0,0.0,1
57,5.0,1,1.0,1,3401,2,1,0.0,14,5,271,2,-1,0,0.0,1
30,7.0,0,2.0,1,85,2,1,1.0,10,7,81,7,-1,0,0.0,1
35,1.0,1,2.0,1,291,2,1,0.0,26,5,327,1,-1,0,0.0,1
46,1.0,1,3.0,1,2851,2,2,1.0,15,5,77,4,-1,0,0.0,1
30,2.0,0,3.0,1,2325,1,1,1.0,10,11,134,1,92,8,3.0,1
31,3.0,1,3.0,1,0,2,2,1.0,11,7,151,2,-1,0,0.0,1
31,2.0,0,2.0,1,0,1,1,1.0,29,8,157,2,-1,0,0.0,1
28,6.0,0,1.0,1,25,2,1,1.0,18,5,296,2,-1,0,0.0,1
58,10.0,1,1.0,1,5278,2,1,0.0,4,6,763,4,-1,0,0.0,1
36,2.0,0,2.0,1,9149,2,1,1.0,13,8,141,3,-1,0,0.0,1
31,6.0,0,2.0,1,255,1,1,1.0,27,7,167,2,181,1,3.0,1
41,2.0,0,0.0,1,454,2,1,0.0,4,6,267,2,-1,0,0.0,1
75,5.0,2,1.0,1,1926,1,1,1.0,9,9,761,1,93,5,2.0,1
41,4.0,1,2.0,1,2044,2,2,1.0,29,7,234,5,-1,0,0.0,1
25,6.0,0,2.0,1,96,1,1,0.0,26,5,293,1,-1,0,0.0,1
42,10.0,1,3.0,1,-560,2,2,1.0,9,7,630,4,-1,0,0.0,1
32,4.0,0,2.0,1,2597,2,1,1.0,15,5,233,1,368,1,1.0,1
52,4.0,0,1.0,1,1837,2,1,1.0,21,11,217,1,-1,0,0.0,1
37,4.0,0,2.0,1,240,2,1,0.0,6,5,246,1,-1,0,0.0,1
30,7.0,0,1.0,1,79,2,1,1.0,15,5,317,1,-1,0,0.0,1
34,7.0,2,2.0,1,44,1,1,0.0,9,6,118,1,-1,0,0.0,1
37,4.0,1,1.0,1,949,2,1,0.0,30,5,149,1,-1,0,0.0,1
32,1.0,1,3.0,1,410,2,1,1.0,26,5,252,2,-1,0,0.0,1
47,1.0,1,2.0,1,177,2,1,1.0,14,5,95,3,-1,0,0.0,1
43,4.0,1,2.0,1,95,2,1,1.0,18,5,296,1,-1,0,0.0,1
45,2.0,1,2.0,1,34,1,1,1.0,26,8,333,4,-1,0,0.0,1
37,3.0,1,3.0,1,4798,2,1,0.0,20,5,156,2,-1,0,0.0,1
40,1.0,1,2.0,1,8486,1,1,0.0,6,5,260,3,-1,0,0.0,1
31,2.0,1,2.0,1,793,1,1,1.0,19,11,755,1,-1,0,0.0,1
35,9.0,0,3.0,1,2340,1,1,1.0,31,7,420,9,-1,0,0.0,1
45,8.0,0,2.0,1,2762,2,1,1.0,15,5,18,6,-1,0,0.0,1
41,1.0,1,3.0,1,1072,2,1,1.0,7,5,199,1,-1,0,0.0,1
38,1.0,1,1.0,1,1365,2,1,0.0,5,6,224,1,-1,0,0.0,1
32,4.0,0,2.0,1,228,1,1,2.0,23,4,67,3,-1,0,0.0,1
49,7.0,1,2.0,1,3169,1,1,0.0,9,6,626,1,-1,0,0.0,1
39,6.0,1,2.0,1,456,2,1,1.0,17,4,193,3,-1,0,0.0,1
52,4.0,1,1.0,1,126,1,1,0.0,23,5,93,4,-1,0,0.0,1
57,7.0,1,1.0,1,2893,1,1,1.0,8,8,207,2,-1,0,0.0,1
27,7.0,0,2.0,1,504,2,1,1.0,18,5,106,5,362,8,2.0,1
30,2.0,1,2.0,1,-1,2,1,0.0,8,5,323,1,-1,0,0.0,1
41,0.0,0,2.0,1,646,2,1,0.0,29,5,40,2,-1,0,0.0,1
34,4.0,1,1.0,1,1524,2,1,1.0,20,11,57,3,-1,0,0.0,1
37,3.0,1,3.0,1,342,2,1,0.0,6,6,212,1,-1,0,0.0,1
35,1.0,0,3.0,1,578,2,1,1.0,19,11,112,1,-1,0,0.0,1
26,4.0,0,2.0,2,-685,2,2,1.0,28,7,314,4,-1,0,0.0,1
31,1.0,0,3.0,1,424,1,2,1.0,7,8,224,2,-1,0,0.0,1
31,7.0,0,2.0,1,0,2,1,0.0,26,5,223,2,-1,0,0.0,1
35,1.0,0,3.0,1,244,2,1,0.0,12,5,225,1,-1,0,0.0,1
37,4.0,1,2.0,1,2023,2,1,1.0,10,7,214,1,-1,0,0.0,1
54,3.0,1,3.0,1,651,2,2,1.0,22,7,121,2,-1,0,0.0,1
35,6.0,0,2.0,1,-413,2,1,0.0,23,5,178,1,-1,0,0.0,1
51,2.0,2,2.0,1,1096,1,1,1.0,3,2,138,1,-1,0,0.0,1
37,1.0,2,3.0,1,0,2,1,1.0,6,8,99,5,-1,0,0.0,1
34,1.0,1,2.0,1,5127,1,2,1.0,10,7,559,2,-1,0,0.0,1
46,3.0,1,2.0,1,294,2,1,1.0,17,7,228,1,-1,0,0.0,1
32,1.0,1,3.0,1,1667,2,1,0.0,23,5,345,3,-1,0,0.0,1
55,5.0,1,2.0,1,529,2,1,1.0,5,2,33,4,8,3,2.0,1
32,6.0,0,2.0,1,642,2,1,1.0,5,2,52,1,253,2,1.0,1
38,2.0,0,2.0,1,8637,2,1,1.0,13,5,193,1,-1,0,0.0,1
38,1.0,0,3.0,1,493,2,1,1.0,11,5,553,1,367,7,1.0,1
48,5.0,2,1.0,1,666,2,1,1.0,15,5,10,5,-1,0,0.0,1
35,1.0,1,3.0,1,105,2,1,1.0,6,5,36,1,365,3,1.0,1
58,1.0,1,3.0,1,591,2,1,1.0,30,7,233,3,-1,0,0.0,1
37,1.0,1,3.0,1,1025,2,1,1.0,18,7,379,3,-1,0,0.0,1
59,5.0,1,1.0,1,0,2,1,0.0,26,5,104,7,-1,0,0.0,1
30,1.0,0,2.0,1,24,1,1,1.0,12,8,29,4,-1,0,0.0,1
25,1.0,0,3.0,1,436,1,1,1.0,30,4,132,2,-1,0,0.0,1
58,3.0,1,2.0,1,2429,1,2,0.0,20,5,446,7,-1,0,0.0,1
32,6.0,1,2.0,1,-540,2,2,0.0,30,5,53,7,-1,0,0.0,1
33,4.0,0,3.0,1,350,2,1,1.0,6,2,148,7,227,5,1.0,1
31,4.0,1,2.0,1,1243,2,1,0.0,21,5,32,1,-1,0,0.0,1
34,4.0,1,2.0,1,2595,2,2,1.0,17,4,126,1,336,2,2.0,1
36,2.0,1,3.0,1,4139,1,1,0.0,11,6,175,4,-1,0,0.0,1
57,2.0,2,2.0,1,910,2,1,0.0,3,6,183,2,-1,0,0.0,1
60,2.0,2,1.0,1,-85,1,2,2.0,8,7,58,2,-1,0,0.0,1
34,2.0,1,2.0,1,5553,2,1,1.0,21,11,798,2,182,5,1.0,1
26,11.0,0,2.0,1,85,2,1,0.0,8,5,278,2,-1,0,0.0,1
52,5.0,1,2.0,1,49,1,2,2.0,8,7,280,5,-1,0,0.0,1
50,2.0,1,3.0,1,1347,2,2,0.0,12,6,582,1,-1,0,0.0,1
43,4.0,1,1.0,1,437,2,1,1.0,21,11,142,1,-1,0,0.0,1
57,9.0,2,2.0,1,2762,1,1,2.0,19,11,100,1,-1,0,0.0,1
49,2.0,1,2.0,1,148,1,1,0.0,19,6,13,1,-1,0,0.0,1
43,4.0,1,2.0,1,15740,2,1,0.0,14,5,252,2,-1,0,0.0,1
25,11.0,0,2.0,1,6400,1,1,1.0,7,8,100,1,-1,0,0.0,1
59,5.0,1,2.0,1,4414,2,1,0.0,30,5,161,1,-1,0,0.0,1
44,2.0,1,0.0,1,185,2,2,0.0,8,5,63,1,-1,0,0.0,1
55,7.0,1,2.0,1,1150,1,2,1.0,23,7,218,3,-1,0,0.0,1
33,9.0,1,1.0,1,574,2,1,1.0,20,4,334,2,-1,0,0.0,1
34,1.0,1,3.0,1,8,2,1,2.0,5,11,6,1,-1,0,0.0,1
33,2.0,0,3.0,1,2565,2,1,1.0,13,5,128,2,-1,0,0.0,1
60,2.0,1,0.0,1,132,2,1,0.0,20,5,21,11,-1,0,0.0,1
25,4.0,0,3.0,1,1395,2,1,1.0,15,5,268,1,-1,0,0.0,1
34,2.0,0,2.0,1,232,1,1,1.0,7,7,130,1,-1,0,0.0,1
44,1.0,1,3.0,1,126,2,1,0.0,13,5,92,1,-1,0,0.0,1
33,2.0,0,3.0,1,6,1,1,1.0,25,8,30,4,-1,0,0.0,1
37,6.0,1,3.0,1,1988,1,1,1.0,17,11,397,2,-1,0,0.0,1
34,4.0,1,1.0,1,1255,2,2,0.0,26,5,188,7,-1,0,0.0,1
59,4.0,1,1.0,1,6212,2,1,1.0,5,5,574,2,-1,0,0.0,1
25,7.0,0,2.0,1,281,1,2,1.0,9,7,173,1,-1,0,0.0,1
31,1.0,1,3.0,1,804,1,1,1.0,21,11,128,2,-1,0,0.0,1
39,2.0,0,3.0,1,1522,2,1,1.0,28,8,15,8,-1,0,0.0,1
32,1.0,1,3.0,1,2,2,1,1.0,14,7,79,3,-1,0,0.0,1
37,2.0,1,3.0,1,0,1,1,1.0,28,8,76,1,-1,0,0.0,1
59,10.0,1,3.0,1,0,1,2,1.0,29,7,376,2,-1,0,0.0,1
35,4.0,0,1.0,1,-4,2,1,1.0,18,5,178,1,-1,0,0.0,1
54,1.0,1,3.0,1,2216,2,1,1.0,13,10,167,1,-1,0,0.0,1
32,2.0,0,3.0,1,696,1,2,1.0,30,4,270,2,293,2,1.0,1
37,1.0,1,3.0,1,0,1,1,1.0,22,7,89,1,-1,0,0.0,1
70,5.0,1,1.0,1,7781,1,1,1.0,3,7,222,1,-1,0,0.0,1
31,7.0,2,2.0,1,1301,2,1,1.0,13,5,140,3,-1,0,0.0,1
28,6.0,1,2.0,1,147,2,2,1.0,26,5,82,1,-1,0,0.0,1
31,4.0,1,2.0,1,892,2,1,1.0,29,7,25,22,-1,0,0.0,1
57,5.0,1,3.0,1,906,2,1,0.0,7,5,117,1,-1,0,0.0,1
40,4.0,1,2.0,1,3131,2,1,1.0,24,7,401,1,-1,0,0.0,1
56,4.0,1,1.0,1,409,2,1,2.0,7,7,176,6,-1,0,0.0,1
49,1.0,0,1.0,1,548,1,1,2.0,31,7,115,6,-1,0,0.0,1
38,4.0,1,1.0,1,1495,2,1,0.0,2,6,74,3,-1,0,0.0,1
44,1.0,1,3.0,1,764,1,2,1.0,15,7,97,5,-1,0,0.0,1
56,5.0,1,2.0,1,1454,1,1,2.0,30,1,479,1,-1,0,0.0,1
43,2.0,0,2.0,1,34,1,1,2.0,30,7,29,1,-1,0,0.0,1
33,9.0,0,2.0,1,427,1,1,0.0,1,6,12,1,-1,0,0.0,1
58,9.0,1,2.0,1,3867,2,1,2.0,11,5,159,1,364,2,1.0,1
45,4.0,1,2.0,1,221,1,2,1.0,25,8,153,4,-1,0,0.0,1
80,5.0,1,1.0,1,2954,1,1,1.0,25,9,144,1,-1,0,0.0,1
34,2.0,0,3.0,1,-554,2,2,1.0,31,7,68,3,-1,0,0.0,1
44,2.0,2,2.0,1,177,2,1,1.0,8,5,364,1,365,3,1.0,1
59,9.0,1,2.0,1,309,1,1,1.0,28,1,300,1,-1,0,0.0,1
32,7.0,1,0.0,1,1016,1,1,1.0,30,7,141,2,-1,0,0.0,1
40,1.0,1,2.0,1,9047,2,1,1.0,21,11,527,1,95,2,2.0,1
37,4.0,1,1.0,1,2240,2,1,0.0,20,5,214,1,-1,0,0.0,1
53,10.0,1,3.0,1,2353,2,1,1.0,23,7,471,2,-1,0,0.0,1
42,8.0,1,2.0,1,97,1,1,1.0,10,7,108,2,-1,0,0.0,1
58,1.0,2,2.0,1,44,2,1,1.0,29,1,147,1,195,1,2.0,1
53,6.0,0,1.0,1,0,2,1,1.0,7,5,176,1,322,5,2.0,1
54,10.0,1,1.0,1,8,1,2,2.0,8,7,116,2,-1,0,0.0,1
34,4.0,1,2.0,1,241,2,2,0.0,26,5,85,1,-1,0,0.0,1
35,6.0,1,3.0,1,-272,1,2,1.0,29,1,309,1,197,13,2.0,1
36,1.0,1,3.0,1,2823,1,1,0.0,9,6,411,2,-1,0,0.0,1
36,6.0,1,2.0,1,1601,2,1,0.0,23,5,163,3,-1,0,0.0,1
45,4.0,1,1.0,1,1291,2,1,1.0,28,8,189,17,-1,0,0.0,1
49,4.0,1,1.0,1,2481,1,2,1.0,29,7,53,5,-1,0,0.0,1
55,1.0,0,2.0,1,220,2,1,0.0,6,5,328,2,-1,0,0.0,1
32,6.0,0,2.0,1,6042,2,1,1.0,15,5,183,1,361,1,1.0,1
34,8.0,0,3.0,1,1798,2,1,1.0,13,5,196,3,-1,0,0.0,1
34,2.0,0,2.0,2,-2,1,2,1.0,8,7,283,1,-1,0,0.0,1
48,4.0,1,1.0,1,1678,1,1,1.0,28,1,263,2,-1,0,0.0,1
24,7.0,1,2.0,1,45,2,2,0.0,23,5,465,1,-1,0,0.0,1
32,4.0,1,2.0,1,305,2,1,1.0,20,11,73,1,-1,0,0.0,1
30,1.0,0,2.0,1,222,2,1,1.0,13,5,254,3,-1,0,0.0,1
45,3.0,1,2.0,2,624,1,2,0.0,30,6,50,1,-1,0,0.0,1
39,2.0,0,2.0,1,69,1,1,1.0,26,8,183,3,-1,0,0.0,1
39,6.0,1,1.0,1,-439,2,1,0.0,15,5,347,8,-1,0,0.0,1
50,4.0,1,1.0,1,111,2,1,2.0,15,5,8,6,366,1,2.0,1
37,3.0,2,2.0,1,1190,2,1,0.0,9,5,268,3,-1,0,0.0,1
59,1.0,1,3.0,1,1069,1,1,1.0,29,7,85,2,-1,0,0.0,1
40,6.0,0,2.0,1,0,2,1,1.0,18,11,341,1,-1,0,0.0,1
45,1.0,1,0.0,1,2466,1,1,2.0,27,3,124,1,-1,0,0.0,1
55,3.0,2,3.0,1,0,1,1,0.0,6,6,108,2,-1,0,0.0,1
44,1.0,1,3.0,1,1383,1,1,1.0,22,8,243,12,-1,0,0.0,1
41,2.0,0,3.0,1,5389,1,1,1.0,13,8,209,5,-1,0,0.0,1
58,1.0,2,3.0,1,-197,2,1,0.0,27,5,277,4,-1,0,0.0,1
79,5.0,1,1.0,1,3025,1,1,2.0,11,3,184,1,90,6,3.0,1
34,2.0,1,2.0,1,563,2,2,1.0,29,8,32,15,-1,0,0.0,1
31,6.0,0,2.0,1,8626,1,1,1.0,25,5,159,1,111,1,1.0,1
44,8.0,1,3.0,1,11757,1,1,1.0,7,5,152,2,-1,0,0.0,1
54,2.0,1,2.0,1,415,2,1,0.0,19,6,34,31,-1,0,0.0,1
50,6.0,2,0.0,1,4204,1,1,0.0,19,6,335,2,-1,0,0.0,1
20,11.0,0,0.0,1,8860,1,1,1.0,7,4,98,2,-1,0,0.0,1
33,2.0,1,2.0,1,0,2,1,0.0,7,5,432,1,-1,0,0.0,1
31,7.0,1,2.0,1,37,2,1,0.0,14,5,546,1,-1,0,0.0,1
36,4.0,2,2.0,1,-59,2,1,0.0,28,5,193,1,-1,0,0.0,1
38,4.0,0,1.0,1,0,2,1,1.0,11,5,284,4,-1,0,0.0,1
32,2.0,1,2.0,1,687,1,1,1.0,20,8,161,4,-1,0,0.0,1
30,1.0,0,3.0,1,3905,1,1,1.0,14,8,112,2,-1,0,0.0,1
44,2.0,1,2.0,1,1901,1,1,1.0,18,11,143,3,104,2,1.0,1
55,2.0,2,3.0,1,525,2,1,1.0,15,5,28,8,366,4,2.0,1
47,0.0,2,1.0,1,0,1,1,1.0,7,7,240,1,-1,0,0.0,1
41,6.0,1,2.0,1,-5,2,1,1.0,29,7,38,17,-1,0,0.0,1
49,1.0,1,3.0,1,276,1,1,1.0,27,8,62,5,-1,0,0.0,1
38,1.0,1,3.0,1,-299,2,1,1.0,30,7,86,3,-1,0,0.0,1
55,1.0,1,3.0,1,496,1,1,1.0,25,5,85,1,-1,0,0.0,1
51,1.0,1,3.0,1,10635,2,1,0.0,5,5,336,1,-1,0,0.0,1
35,2.0,0,3.0,1,2012,2,1,0.0,20,5,413,2,-1,0,0.0,1
36,6.0,1,2.0,1,953,2,1,1.0,17,2,38,1,-1,0,0.0,1
30,4.0,0,2.0,1,132,2,1,0.0,16,5,329,1,-1,0,0.0,1
32,2.0,0,2.0,1,1179,1,1,2.0,29,8,116,2,-1,0,0.0,1
44,1.0,1,3.0,1,1802,1,1,2.0,19,8,105,5,-1,0,0.0,1
44,6.0,1,2.0,1,469,2,1,0.0,9,5,88,4,-1,0,0.0,1
36,4.0,1,2.0,1,3578,2,1,2.0,3,2,45,3,-1,0,0.0,1
32,4.0,0,2.0,1,1211,2,1,0.0,19,5,206,4,-1,0,0.0,1
33,2.0,2,2.0,1,791,2,1,1.0,24,7,268,2,-1,0,0.0,1
29,6.0,0,2.0,1,-133,1,1,1.0,18,7,108,1,-1,0,0.0,1
31,4.0,1,2.0,1,69,1,1,1.0,19,11,640,1,-1,0,0.0,1
42,1.0,0,3.0,1,3445,1,1,1.0,19,11,1662,3,-1,0,0.0,1
46,6.0,1,2.0,1,0,2,1,1.0,8,9,149,2,187,1,1.0,1
23,4.0,0,2.0,1,206,2,1,1.0,20,4,116,3,-1,0,0.0,1
43,4.0,1,1.0,1,2047,2,1,0.0,13,5,163,2,-1,0,0.0,1
28,1.0,0,3.0,1,320,2,1,1.0,30,4,239,1,-1,0,0.0,1
35,7.0,1,2.0,1,630,2,1,1.0,2,2,134,1,271,2,1.0,1
50,6.0,1,2.0,1,1906,1,1,0.0,16,5,174,17,-1,0,0.0,1
34,4.0,1,2.0,1,1,2,1,1.0,9,7,290,2,-1,0,0.0,1
28,4.0,0,0.0,1,448,2,1,0.0,28,5,307,1,-1,0,0.0,1
27,4.0,0,2.0,1,672,2,1,0.0,23,5,164,1,-1,0,0.0,1
30,2.0,1,2.0,1,671,1,1,1.0,11,8,96,2,-1,0,0.0,1
55,10.0,1,1.0,1,578,1,1,1.0,11,8,189,2,-1,0,0.0,1
48,4.0,1,2.0,1,5089,2,1,1.0,18,5,30,7,-1,0,0.0,1
30,2.0,1,3.0,1,1570,2,1,1.0,26,5,260,1,-1,0,0.0,1
37,4.0,0,0.0,1,2188,1,1,0.0,16,5,193,8,-1,0,0.0,1
60,1.0,1,3.0,1,3824,1,1,1.0,1,6,195,3,-1,0,0.0,1
36,3.0,1,3.0,1,84,1,2,1.0,15,7,306,14,-1,0,0.0,1
34,2.0,0,3.0,1,19,1,1,1.0,20,8,345,3,-1,0,0.0,1
60,2.0,2,2.0,1,615,2,1,1.0,29,1,130,1,-1,0,0.0,1
38,4.0,1,2.0,1,20,2,1,0.0,6,5,402,1,-1,0,0.0,1
39,2.0,1,2.0,1,505,1,1,1.0,27,5,86,4,-1,0,0.0,1
26,1.0,0,3.0,1,592,1,1,2.0,29,1,145,2,164,1,2.0,1
50,9.0,0,3.0,1,0,2,1,1.0,6,8,102,2,-1,0,0.0,1
56,2.0,0,1.0,1,145,2,1,2.0,6,2,124,2,9,2,2.0,1
31,4.0,1,2.0,1,0,2,1,0.0,9,5,133,1,-1,0,0.0,1
42,4.0,0,2.0,1,1279,2,1,0.0,18,6,347,4,-1,0,0.0,1
34,2.0,0,3.0,1,370,2,1,1.0,8,8,155,2,-1,0,0.0,1
34,6.0,0,2.0,1,1352,2,1,1.0,20,4,126,1,334,3,2.0,1
37,7.0,0,2.0,1,244,1,1,0.0,5,6,70,1,-1,0,0.0,1
38,7.0,2,2.0,1,446,2,1,0.0,18,6,373,4,-1,0,0.0,1
51,4.0,1,1.0,1,6343,2,1,1.0,26,8,28,20,-1,0,0.0,1
21,11.0,0,2.0,1,398,2,1,1.0,11,5,295,3,-1,0,0.0,1
40,7.0,1,2.0,1,1293,2,1,1.0,13,4,128,3,-1,0,0.0,1
55,7.0,1,2.0,1,186,2,2,0.0,9,5,241,1,-1,0,0.0,1
45,8.0,1,3.0,1,-312,1,1,2.0,18,11,46,4,-1,0,0.0,1
36,1.0,0,3.0,1,1804,1,1,1.0,7,5,170,1,366,1,2.0,1
40,2.0,1,3.0,1,99,1,1,1.0,13,8,220,2,364,2,1.0,1
43,7.0,1,2.0,1,3305,2,1,1.0,17,11,387,1,-1,0,0.0,1
26,4.0,0,2.0,1,0,2,1,1.0,18,5,82,4,-1,0,0.0,1
47,2.0,1,2.0,1,970,2,1,0.0,28,5,742,3,-1,0,0.0,1
45,4.0,1,1.0,1,660,2,1,1.0,14,7,329,2,-1,0,0.0,1
31,2.0,0,3.0,1,6138,2,1,1.0,15,5,134,5,-1,0,0.0,1
39,1.0,1,3.0,1,218,1,1,1.0,19,8,97,9,-1,0,0.0,1
43,1.0,0,3.0,1,778,2,1,1.0,25,8,230,5,-1,0,0.0,1
52,10.0,1,2.0,1,3923,2,1,1.0,20,11,20,8,190,3,3.0,1
42,0.0,1,2.0,1,703,2,1,1.0,10,7,210,1,-1,0,0.0,1
33,6.0,0,2.0,1,285,2,1,1.0,1,4,427,1,329,1,2.0,1
53,4.0,1,2.0,1,6657,2,1,1.0,19,8,128,8,-1,0,0.0,1
46,8.0,1,3.0,1,1148,1,1,2.0,29,7,104,2,-1,0,0.0,1
47,1.0,1,3.0,1,1147,1,1,1.0,27,2,204,1,-1,0,0.0,1
